word,meaning,s1,s2,s3,s4,s5
ignoble,dishonorable.,"because frank has a habit of not showing up on time, he has an ignoble reputation as someone who is not very responsible.",the serial killer was buried in an ignoble grave in the back of the cemetery.,"as punishment for vandalizing one of the school bathrooms, george received the ignoble task of cleaning all the bathrooms for one week.",frank was a greedy man who had only ignoble motives when he helped the young heiress.,unfortunately harry’s twenty-year military career came to an ignoble end when he was arrested for sexually assaulting female members of his staff.
ponderous,weighed-down; moving slowly.,the students grew silent when they realized they would have to sit through a ponderous three-hour lecture.,"because i like creative articles, i find reading a newspaper to be a ponderous task.",john quickly fell asleep during the ponderous movie.,"if you are going to one of barney’s ponderous parties, you should be prepared to be bored all night long.",presentations should be exciting and engaging not ponderous.
cohesive,"well integrated, forming a united whole.","to make perfect pie dough, you must mix the ingredients until they are cohesive.",these terrorist cells are so cohesive it is nearly impossible to gain access to any of the group members.,"while mark had some great suggestions, he needed to turn them into one cohesive proposal.",the members of the small police department are a cohesive team because they share the same values.,"because the tales in the book are not related to each other, the story collection is not cohesive."
profound,situated at or extending to great depth,the speaker’s profound words made me think about my future.,"when i heard the minister’s profound sermon, i decided it was time to quit drinking.",the poem about life after death is a profound piece of literature.,"after sharon spent an hour meditating, she experienced a profound sense of peace.",mr. rogers’ profound words of encouragement inspired ellen to attend college.
ebullient,joyously unrestrained.,the ebullient song was so uplifting that i danced in my chair.,"because my uncle jake has an ebullient personality, he is a great circus clown.",jack always felt ebullient after drinking his morning coffee.,"after being stranded in the airport for eight hours, we were far from ebullient.",charlie’s ebullient attitude made him a favorite in the office.
disjointed,taken apart at the points of connection,"having just woken up from sleep, whatever words my little brother was trying to say to me was disjointed and impossible to decipher.","police officers that pull over drunk drivers probably only get disjointed nonsense from them, which is probably pretty frustrating.",it is difficult to get anything other than disjointed words and sentences out of someone that has been dazed or dizzied by a blow to the head.,"the account of the battle we received from the rescued soldier was disjointed and difficult to follow, but that’s understandable considering that he was in the middle of the chaos.","the person we rescued from the avalanche was dazed and confused, only able to give a disjointed account of what had happened to her, making it difficult to understand."
intractable,difficult to manage or mold,it took six paramedics to handle the intractable task of lifting the eight hundred pound woman.,"when the hyperactive child did not take his sedative, he was intractable and difficult to manage.",additional police officers were called to the scene when the crowd became intractable.,"as the project grew larger, it became intractable and required a larger management team.",bringing up the sunken cruise ship is going to be an intractable task.
arrogate,seize and control without authority.,the gang is trying to arrogate the public park and turn it into their private meeting space.,"during her supervisor’s absence, jen took it upon herself to arrogate a leadership role on her team.",the government can arrogate your property when it’s necessary to protect or develop national interests.,"because the toddler believes she can have whatever she wants, she often attempts to arrogate the toys of other children.",the conceited man chose to arrogate the handicapped parking spot even though he didn’t have a disability.
antiquated,old-fashioned; belonging to an earlier period in time.,why would such a young woman wear antiquated dresses that make her look like an old lady?,"unfortunately, the practice of mailing handwritten letters seems to have become quite antiquated.",the antiquated electrical system is not equipped to handle all of these modern appliances.,"because gail never replaced the antiquated plumbing in her house, one day she came home to a flooded basement.",the old mansion is overflowing with antiquated furnishings worth millions of dollars.
timorous,timid by nature or revealing fear and nervousness.,the timorous kitten would not come out from under the bed.,"since i am allergic to most insect bites, i tend to be quite timorous even when i see a tiny spider.",the timorous witness refuses to testify because of the defendant’s murderous reputation.,"during the storm, the timorous little boy would not come out of his closet.",the timorous soldier ran from his post when he saw the enemy approaching.
tawdry,tastelessly showy; cheap and shoddy.,everyone is always expecting a politician to have a tawdry affair.,"although aunt eloise had lots of money, she always wore such tawdry jewelry.",most people consider reality shows to be tawdry forms of entertainment.,have you ever read any of those tawdry stories in that gossip magazine?,"when you viewed the handbag up close, you could tell it was a tawdry knockoff."
adverse,"(adj) opposing, harmful",jim’s adverse reaction to the drug was so intense that we rushed him to the hospital.,adverse weather conditions forced us to pull off of the road and wait until things cleared up.,"common adverse effects of this medication include, bleeding, nausea and vomiting.",the program teaches people about the adverse effects of alcohol and how to break the addiction.,the stock market’s adverse reaction to japan’s earthquake caused a sell-off.
renege,fail to fulfill a promise or obligation.,"although my father made a promise to extend my curfew, he later decided to renege upon his word and ordered me home by eleven.",the property buyers will be sued if they renege on the terms of the contract.,"if harriet is going to renege on her responsibility, she should let us know now so we can find another sitter before it gets too late.",the kind manager did everything he could to ensure he would not renege on the promises he made to his employees.,"because jack chose to renege on his pledge to buy a present for a needy child, the charity was unable to give one young person a gift."
bridle,the act of restraining power or action or limiting excess New curfew laws have bridled people's tendency to go out at night.,"with the bridle attached to the reins, the girl tugged the reins pulling the horse’s head to its chest.","as the bridle was placed around the stallion’s head, the rider took hold of them.",an accident happened when the horse’s bridle became unattached to the reins causing the rider to no longer be able to hold onto the horse.,"after the bridle was placed around the horse’s ears and nose, the reins were thrown toward the horse’s saddle.",the wild horse was jumping all around so it was almost impossible to get the bridle around the head of the horse.
placate,cause to be more favorably inclined; gain the good will of.,i tried to placate the sad little boy by giving him a cookie.,the police officer tried to placate the two scared drivers at the scene of the accident.,"although henry tried to placate his boss by staying late at the office each evening, he still lost his job during the layoffs.",my husband will do just about anything to placate me so i will not be mad at him.,"if no one tries to placate my sister when she is angry, she gets even angrier."
evasive,avoiding or escaping from difficulty or danger or commitment.,the detective felt the suspect was being evasive when he hesitated with his answers.,"to keep people calm, the president knew he had to be evasive when reporting the facts about the recent terrorist attacks.",frank knew the woman wasn’t interested in him when she became evasive about giving out her phone number.,"during the interview, the reporter learned nothing from the politician’s evasive responses.",the boy thought he would hide his guilt by being evasive with his parents.
vicarious,felt or undergone as if one were taking part in the experience or feelings of another.,my paralyzed uncle takes vicarious pride in his son’s running achievements.,"as my daughter was crowned the winner of the beauty pageant, i felt vicarious excitement coursing through my veins.","since i have many food allergies, i tend to be a vicarious eater who enjoys food through the stories of others.",john experienced vicarious pain as his wife gave birth to their first child.,"because jane has a strong fear of heights, she can only sit back and enjoy a vicarious thrill as her husband rides the roller coaster."
decry,express strong disapproval of.,several religious organizations have chosen to decry the obscene cartoon about jesus.,"after the immigration bill was passed, the racist groups started to decry the features of the act.",what kind of person will decry the death of a dog yet laugh at the death of a human?,"when a child recently died in an abusive foster home, people marched in protest to decry the state’s foster care system.",people who prefer physical newspapers decry the high-tech advances that have put many traditional newspaper publishers out of business.
diatribe,a strong verbal attack against a person or institution.,"because sheila was unhappy with the administration, she launched a lengthy diatribe against the board during lunch.","upset about his demotion, ed made an angry diatribe about his employer.",the candidate made a diatribe against his opponent.,"even though janice tried to control her temper in court, she found herself unable to hold in a diatribe about her spouse.",his diatribe against his enemy contained words which should not be repeated!
erroneous,"(adj) mistaken, in error; improper, morally incorrect","if you have used erroneous statistics in your report, you will have to start over from the beginning.","paul made an erroneous assumption that the beautiful blonde was unattached, and he was rewarded with a black eye for his efforts to get a date.","as it turned out, the jury’s erroneous decision that the defendant was guilty caused irreparable damage when he was attacked by some of the inmates in his cell block.","despite the fact that you used an erroneous method to solve the problem, somehow you managed to arrive at the correct solution.","because olivia believed that david embraced some erroneous ideas regarding religion, she knew that they would never be compatible in a relationship."
amply,more than is adequate.,"in successful years, the program was amply funded, but this year, we barely have enough money to keep the doors open.","if she uses the potty, the toddler is amply rewarded with lots of praise, stickers, and candy.",the chef’s kitchen was amply stocked with tons of food being placed inside the pantry and fridge.,most searched words (with,
indecorous,not in keeping with accepted standards of what is right or proper in polite society.,everyone was shocked when gail wore the indecorous outfit to the church party.,"because the school does not tolerate indecorous language, the student has been suspended for using profanity.",the religious woman was offended by the indecorous behavior of the atheists.,"as soon as i heard the indecorous song on the radio, i switched the channel so my young son would not hear the improper words.",kelly will never get a job as long as she wears indecorous clothes to her interviews.
affable,likeable; easy to talk to.,"instead of being such a jerk, you should try being more affable!","since he wanted to be voted the most affable boy at school, jason always had a smile for everyone.",people enjoy eating at that restaurant because the waitresses are always so affable.,"a most affable man, the candidate is always willing to shake hands with voters.","because jenna was sometimes quite sarcastic, her friends often forgot how affable she could be."
chauvinist,a person who believes in the superiority of their group.,"some people consider my sister to be a chauvinist when it comes to feminism, as she gets both angry and irritated when someone opposes her point of view.",a chauvinist is someone who will likely look down on you or treat you as inferior if you do not agree with their point of view on something.,"i consider myself a chauvinist when it comes to defending star wars, as i just can’t possibly fathom how anyone could think star trek is better.","if an individual gets angry and even hostile with you for not agreeing with their point of view, they are likely a chauvinist.",a chauvinist is someone who is so aggressive in their beliefs that they will berate or antagonize you for not agreeing with them.
eradicate,to completely destroy.,the murderer conceived a sinister plot to systematically eradicate the any witnesses to his foul deed.,"just when you thought scientists had been able to successfully eradicate a dangerous disease, you hear of it breaking out in some isolated part of the world.","if we want to eradicate the growing problem of cheating in schools, parents and communities must get behind teachers.","in an effort to eradicate the malicious gossip going around about the cheerleader, the pta sponsored an anti-bullying forum.","although we may never completely eradicate every disease on earth, it’s heartening to see the progress medicine has made on so many fronts."
telling,significant and revealing of another factor.,the rude way he spoke to his mother was telling of how obnoxiously he treated the authority over him in all parts of his life.,how well you perform during a sobriety test is quite telling to a cop when they are trying to determine if you are intoxicated.,"the dark clouds in the sky were telling of a thunderstorm coming our way, though it wasn’t as bad as it looked when it actually started.","many people change how they act depending on who they are around, but how you behave around your friends is the most telling of your true personality.",the eloquence and finesse that you speak and act with is telling of your true intelligence and mental capacity.
supercilious,haughty and disdainful; looking down on others.,lynda is so supercilious that she refuses to friend anyone outside her race.,"the supercilious, stuck-up woman demands special treatment for being pretty.","even though he was just as poor as the others, the supercilious man thought he was superior.",the supercilious queen was known as “snobby” because of the way she treated her citizens.,the supercilious man at the picnic refused to sit on the ground like everyone else.
forlorn,marked by or showing hopelessness.,the forlorn man was so sad he thought about killing himself.,"when we visit the nursing home, we try to spend extra time with all of the forlorn senior citizens.",the forlorn widow was so unhappy she stopped eating.,"since jake works so much, he does not realize his wife is forlorn because she rarely gets to spend time with him.",the forlorn dog has been inconsolable since his master died.
jocular,characterized by jokes and good humor.,the jocular man is known for his funny punchlines.,her jocular personality always made the customers smile.,you could tell by his serious tone of voice that he wasn't in a jocular mood.,"hoping to ease up the audience, the host tried being a little more jocular by telling jokes.",i decided not to pull an innocent prank on my camp leader after finding out she is not a jocular person.
exacerbate,make worse.,cora chose to exacerbate the argument by throwing a lamp at mark’s head.,"if you do not take your medicine, you condition will exacerbate, and you will feel worse.",my headache started to exacerbate when my daughter played her loud music.,"because i do not wish to exacerbate my mother’s worries, i am not going to tell her about my problems at work.","more than likely, the stress at work will exacerbate your illness and make you moody."
percipient,highly perceptive.,he was percipient to the novel because he understood the plot from start to finish.,quinn was very percipient about baseball because he understands the whole sport.,he was percipient to the speech the president made because it made sense to him.,"she understood exactly what he said about the race, making her percipient about who won.",he became percipient by touch because he was blind.
veneer,"covering consisting of a thin superficial layer that hides the underlying substance Mark Twain referred to the Victorian Period in America as the ""Gilded Age"", implying the ample moral corruption that lay beneath a mere veneer of respectability.","while the actress showed the photographers her warm veneer, she was actually fuming inside.",marcia wears a veneer of friendliness while trying to backstab everyone in the office.,"because the young man knew little about buying a vehicle, he was fooled by the truck’s veneer and thought he was purchasing a new automobile.",the suspect knew the detective’s veneer of concern was nothing but a pretense.,"although the celebrity wears a sociable veneer in public, she is ruthless when she deals with people in private."
destitute,poor enough to need help from others.,"even though i grew up in a destitute family, it did not stop me from attending an ivy league school",the heiress could think of nothing worse than being destitute.,"if you do not save your money when you are young, you may be destitute in your old age.","because of the economy, many who were once rich are now destitute.",the man holding the sign on the corner is destitute and homeless.
aphorism,a short instructive saying about a general truth.,"while ted’s aphorism was short and funny, it was enough to make us briefly forget our father was having life-saving surgery.",bill began his speech with a humorous aphorism from one of his favorite authors.,"when jack made his wedding toast, he included a marital aphorism that made everyone in the room laugh.",the popular aphorism gives advice in a manner that is both witty and concise.,"to lighten the mood after the serious sermon, the pastor shared an aphorism about the benefits of being a good neighbor."
fractious,irritable and is likely to cause disruption.,the inexperienced teacher found the fractious students difficult to control.,"during the concert, police officers were on hand just in case the crowd became fractious.",the fractious child would not listen to a word his mother said.,"as a new manager, hank is not used to dealing with fractious employees who do not follow directions.","surprisingly, the antidepressant turned the reserved little boy into a fractious child who was completely unmanageable."
discursive,(of e.,"when the writer was drunk, he often talked for hours in a discursive manner.",the professor’s lecture was hard to follow because of its discursive tone.,"confused by the question, the politician gave only a discursive response to the reporter.","although i paid a great deal of attention to the debate, the discursive dialogue really confused me.","because he was nervous during his speech, the young boy lost his train of thought and began to speak in a discursive way."
analogous,similar in some respects but otherwise different.,"because my teacher is analogous to my mother, i have accidentally called her, “mom.”",we couldn’t decide between the two tiles because they were analogous to one another.,all of my boyfriends have been analogous to each other because i only date men with red hair.,"since we wanted to vacation someplace warm, we considered places that were analogous because they were in the caribbean.",all of the actors reading for the role were analogous to each other in appearance.
enormity,an act of extreme wickedness.,the young man will probably stop laughing when he learns the enormity of the criminal charges against him.,"when the hurricane struck the island nation, the residents were stunned by the enormity of the destruction.",the enormity of the fire threatened to engulf the city.,"as soon as we deal with the enormity of our father’s murder, we will open the family restaurant again.",we cannot imagine the enormity of the torture our captured soldiers have endured.
repudiate,reject as untrue or unfounded.,"because i want to avoid the conflict between my two sisters, i repudiate their argument.",the company will repudiate any claims of negligence.,"despite his claims of innocence, he did very little to repudiate the allegations made against him.",jill is going to repudiate the bill because it is incorrect.,"during his next speech, the president will repudiate blame for the economic situation."
lachrymose,showing sorrow.,"after her husband died, my aunt became a lachrymose woman who couldn’t stop crying.",i do not enjoy watching sad movies with my lachrymose wife because she is way too sensitive.,"when i watch television shows about people dying from cancer, i become very lachrymose.",the pictures of the dead children made everyone lachrymose and sad.,"at the end of the musical, the separated couple came together in a lachrymose music number."
recluse,one who lives in solitude,"despite her reputation as a recluse, samantha held regular gatherings in her home to entertain close friends.","because her mother had lived life as a recluse ever since becoming a widow, paula had to spend a good deal of time running her mother’s errands instead of living her own life.",the rumor around town is that the great mysterio became a recluse when his wife was paralyzed after helping with one of his illusions.,becoming a recluse is not usually a matter of choice because many who live this way of life have mental issues such as agoraphobia.,"while being a recluse may seem to be a serene existence, who really knows whether these solitary souls experience inner peace?"
inundate,to flood or overwhelm.,my boss is the type of person who likes to inundate others with projects.,"as a teacher, you can expect to have a room full of students who will inundate you with questions.",the natural force of the hurricane will soon inundate the state with water.,"because of the poor economy, unemployed workers will more than likely inundate the government with requests for financial assistance.","if you inundate my husband with questions, he will get very upset."
illicit,contrary to or forbidden by law.,i dumped my boyfriend because of his illicit drug habit.,"when the church elders found out about the minister’s illicit affair, they asked him to resign from his position.",the greedy company president did not hesitate to engage in illicit practices to increase the size of his annual bonus.,"in the prison, inmates are prohibited from having illicit items such as drugs, alcohol, and weapons.","to challenge her parents, the rebellious teenager participates in every illicit activity she can find."
inadvertent,happening by chance or unexpectedly or unintentionally.,"because the principal neglected to turn off the microphone on the pa system, there was an inadvertent transmission of some very inappropriate language throughout the school.","after mark made an inadvertent disclosure of the winner of the super bowl, i didn’t even bother to watch the recording i had so carefully planned.",i wonder how many inadvertent inventions were developed in the process of trying to discover something totally different.,probably the most horrific consequences of violence are the inadvertent injuries or deaths of innocent bystanders.,did you know that i’ve been getting inadvertent calls from your cell phone?
mendicant,a pauper who lives by begging.,"rather than search for a job, jimmy chooses to live as a mendicant who panhandles his way through each day.",the mendicant hoped pedestrians would drop money in his bucket.,the alcoholic mendicant begged for money to buy booze.,"as part of my psychology thesis, i dressed like a mendicant to see how people would treat me when i looked like a beggar.",we gave money to the mendicant who was begging on the side of the road.
patronizing,"(adj) condescending, having a superior manner, treating as an inferior","speaking slowly in a patronizing manner, the ignorant waitress insulted the immigrant’s intelligence when she acted as if he couldn’t understand her.","because he is always patronizing his children and criticizing their choices, john’s belittling behavior has split his family apart.",my patronizing coworker thinks he is superior to everyone at the office and it shows in the way he rolls his eyes and makes condescending remarks.,most searched words (with,
asperity,harshness of manner.,"when i was a teenager, my father used asperity when he spoke with all my dates in hopes of scaring them away.",the police officer’s dislike of me was obvious from the asperity with which he demanded my driver’s license.,"although jim agreed with the critic’s review of the restaurant, he did not like the asperity the reviewer used when ridiculing the chef.",sophia’s rudeness was apparent when she responded to the constructive criticism with asperity.,whenever the principal talks to me it is with an abrupt asperity that makes me wonder if she even likes children.
demean,to insult; to cause someone to lose dignity or respect.,the school bully tried to demean the poor girl by making fun of her used clothes on social media.,"when my ex-husband drinks too many beers, he will often try and demean me by pointing out my weaknesses.",the plantation owner took away the slaves’ given names in order to demean them.,"if i ask my father to borrow money, he will attempt to demean me by making comments about my past mistakes.",people often use racial slurs to demean individuals they view as different.
contextualize,"(v) place in context, such as by giving the background or circumstances","if a friend enters a conversation you are having halfway through it, you may have to contextualize it before he knows what you are talking about.","because you can be talking about science fiction or reality, you should contextualize the situation when discussing space travel.",jumping into a story halfway is a bad idea because you will have skipped all of the important information that is used to contextualize the setting.,"having no idea what my friend was talking about when i first entered his conversation, i asked him to contextualize it for me.",i was worried about those kids that were talking about guns until they made to contextualize the situation and specify that they were talking about a game.
finesse,"(n, v) extreme delicacy, subtlety, or diplomacy in handling a sensitive situation or in a performance or skill (noun); use tact or diplomacy; employ a deceptive strategy (verb)",the chess champion played the game with a finesse that allowed him to easily beat all the other players.,"even though marie had not danced in years, she was still able to move about the floor with outstanding finesse.",the stunning wedding cake showed the baker’s finesse and creativity.,"although the gambler did not appear to be very smart, he had a finesse that allowed him to hold his own in any poker game.",the winner of the chess match displayed his finesse in the game by beating his opponent in less than fifteen minutes.
aesthetic,concerned with the appreciation of beauty.,our aesthetic enjoyment of the art show was increased by the presence of the open bar.,"because henry could see both the mountains and the ocean from his hotel room, he really enjoyed the aesthetic view.",would you mind giving me your aesthetic opinion of my new handbag?,"at the end of my two week painting workshop, the result was an aesthetic wonder of black and white that made my instructor speechless with pleasure.","my husband’s painting, on the other hand, was awful and did not have any aesthetic properties."
preamble,"a preliminary introduction, as to a statute or constitution",the preamble of the international health organization summarizes the group’s purpose.,"at the start, the article’s preamble informs readers about the topics the author will discuss during his interview.",the constitution’s preamble gives a brief summary of the principles that are clearly defined in the document of rights.,"as a preamble, the company president began the annual meeting by pointing out how well the firm exceeded its goals.",the preamble of the director’s biography lists the entertainment icon as a four-time academy award winner.
appurtenant,supply added support.,"appurtenant to the property, the single oak stump was an eyesore to both the owners and the neighbors.",the appurtenant patio was an added bonus to the home but not considered in the overall asking price.,the appurtenant territory is a part of the state of new mexico that once belonged to arizona.,"weathered and dated, the appurtenant awning clung to the rust covered building.","although he borrowed them when he liked, the appurtenant machinery belonged to his father’s estate."
intimation,an indirect suggestion.,"because they destroyed so many lives, the recent bombings are a brutal intimation of immortality.",i hoped my girlfriend would accept the key as intimation that i wanted her to move in with me.,"while it was not formally announced, an intimation was made that jeff would receive the promotion.","when my friend died in a car crash, i saw it as intimation that nobody could live forever.",i was stranded in an isolated cabin without electricity so i had no intimation of the storm that was headed my way.
liberal,"(adj, n) favorable to progress or reform; believing in maximum possible individual freedom; tolerant, open-minded; generous (adj); a person with such beliefs or practices (noun)","if you are too liberal with the salt, the dish will be too salty for most taste buds.","although my grandfather has some liberal ideas, he still does not believe in the notion of female soldiers.",it is hard for me to believe my parents were once hippies who had liberal views about drugs and sex.,"as a liberal thinker, the philosopher was eager to learn about the viewpoints of others.","in the deep south, social integration was once considered an unnecessary liberal idea."
avid,marked by active interest and enthusiasm.,james is an avid supporter of any organization that is trying to improve the environment.,"despite the fact that jerome is an avid learner, he just can’t seem to grasp the concepts involved in playing the stock market.","luann is an avid fan of high school sports, and she wears the team colors to every game.",janet is an avid reader of mystery novels and considers herself an amateur sleuth.,albert is an avid collector of windmills and anything that has to do with don quixote.
cavalier,given to haughty disregard of others Percy dismissed the issue with a cavalier wave of his hand.,bryan will regret his cavalier attitude about studying when he fails to graduate on time.,"because ted lives a cavalier life and never thinks about his future, he won't have a lot of money to live off when he retires.",the police officer acted in a cavalier manner when he searched the suspect’s home without a warrant.,"since alan had a cavalier attitude when he proposed to me, i did not take his proposal seriously.","when the woman jumped in front of other customers at the cash register, she made it obvious she had a cavalier regard for social courtesy."
skeptic,someone who habitually doubts accepted beliefs,"being a skeptic, the woman highly doubted that the psychic would really be able to tell her future.",i am always a skeptic when it comes to buying too good to be true products on television.,the scientist was a religious skeptic and had trouble believing god exists.,"having never witnessed paranormal activity, the skeptic assumed that the haunted hotel tour was just a scam.",even the skeptic had to admit that there was no logical answer for the u.f.o citing.
pittance,a small amount (of money).,the housekeeper was unable to pay her bills with the pittance her employers paid her.,"as a cashier, the single mother earns a pittance that barely permits her to buy food for her children.",the pittance the homeless man makes from selling scrap metal allows him to eat every other day.,"because jared was unsatisfied with the pittance his parents gave him each week, he started a dog walking business to earn extra cash.",many immigrants come to our nation looking for jobs that pay more than the pittance they earned in their native countries.
transitory,lasting a very short time.,"unfortunately, the homeless people can only stay in the transitory shelter for a short period of time.",jason is a playboy who has never had more than a transitory affection for any of his girlfriends.,"before being given a permanent assignment, the soldiers will receive several transitory positions so their skills can be evaluated for final job placement.",the gypsies prefer a transitory lifestyle that allows them to easily move one place to another.,"when the doctor prescribed the medication for me, he told me to be prepared for transitory side effects that would disappear after a few days."
apprise,inform somebody of something,the scouts went back to apprise their commanding officer of the enemy’s location.,how long will it be before the doctor comes out of surgery to apprise me of my wife’s condition?,the caring manager was not happy to apprise his employees that their jobs were in jeopardy.,now that i no longer live with my parents i do not have to apprise them of my every move.,"each week, the teachers apprise parents of their students’ progress by emailing grade reports."
soporific,inducing mental lethargy; sleep inducing.,the professor’s boring speech was soporific and had everyone in the audience yawning.,"while alcohol is soporific and can help you sleep, it does not take away your problems.","because of the medicine’s soporific properties, the doctor told me to only take it at bedtime.",there is a soporific effect of eating that makes many people sleepy after every meal.,"although plane trips are usually soporific to me, i managed to stay awake during the ride to san francisco."
austere,practicing self-denial.,"even though she appeared austere, my teacher was a very kind woman.",the soft candlelight made the room’s décor less austere.,"lacking personal touches, the couple’s formal living room was quite austere.","although the furnishings in the house were beautifully designed, they were austere in appearance.","without any decorations, the christmas tree looked austere."
altruism,the quality of unselfish concern for the welfare of others.,the altruism of the firefighters showed through their disregard for their own lives when they saved a bunch of people from the fiery building.,even the mama bear noticed the altruism of the hiker as it saved her bear cub when it fell into the raging river by licking the hiker’s hand.,sarah was always showing her altruism when she would give her extra money to the poor and donate blood to the blood bank each week.,most searched words (with,
deem,(v) judge; consider,the principal will probably deem the boy’s behavior as upsetting and worthy of a suspension.,"because i am still running a very high temperature, the doctor does not deem me fit to leave the hospital.",the critics will probably deem the moving film as one of the director’s best works.,did you really deem it necessary to respond to the child with such harsh language?,the lack of votes proved the people did not deem the candidate worthy of public office.
inarticulate,without or deprived of the use of speech or words.,"whenever the boy was around the girl of his dreams, he became inarticulate and was unable to speak.","sadly, a number of high school students are inarticulate when they graduate and cannot properly word a sentence.","after my grandfather had a stroke, he was an inarticulate speaker who slurred most of his words.",the shy boy tried to hide the fact he was inarticulate by rarely speaking in class.,"when my uncle is drunk, he talks to my aunt in an inarticulate voice she cannot understand."
indeterminate,not fixed or known in advance,the judge sentenced the drunk driver to an indeterminate prison stretch of seven to fifteen years.,"since most people have not responded to the party invitation, we are expecting an indeterminate number of guests.",the coroner could only give an indeterminate age range for the badly decomposed victim.,during training the police instructor told the rookie to stop firing at indeterminate targets he could not identify.,"because the canned good’s expiration date is indeterminate, i will not purchase the product."
feasible,(adj) possible; logical or likely; suitable,driving with your eyes closed is not feasible.,"with school, kids and a busy job, it just isn't feasible to waste time.","to make school more feasible, i hired you a tutor.","if waking up early isn't feasible for you, then why did you take the morning shift?","getting 2,000 signatures on this petition will be challenging but feasible."
haphazard,"marked by great carelessness; dependent upon or characterized by chance Many golf courses are designed with great care, but the greens on the county golf course seem entirely haphazard.","compared to her mother’s organized system, jen’s approach to housekeeping was haphazard, at best.",the haphazard arrangement of different types of flowers created a surprisingly beautiful bouquet.,"because of the haphazard mixture of fabric pieces and the way they’re laid out, they call this a crazy quilt.",steven’s notes were a haphazard jumble of thoughts and i couldn’t make any sense out of them.,"in his haphazard approach to nearly everything, dale finds that his life is full of surprises."
cryptic,"mysterious or vague, usually intentionally.",younger children will find it hard to understand the cryptic directions that go along with the chemistry set.,"if marsha expects her students to use the cryptic map to find the treasure hidden in the classroom, she will need to provide them with a few more clues.",my husband’s cryptic comment left me confused.,"although laura had a major in archaeology, she could not understand the cryptic symbols on the cave walls.",the teacher’s scribbles on the edges of my research paper were cryptic and hard to read.
synchronous,(adj) happening at the same time; occurring at the same rate and thus happening together repeatedly,the cyclists' wheels were in such perfect synchronous motion with each other that they crossed the finish line at the same time.,the twins' mom thought they were telepathic because every time they spoke it was synchronous and with the same inflection.,serendipity happens when two synchronous events bring a couple together to the exact same place and time.,"at her lamaze class, lauren's coach taught the expecting couples to match up their breathing pattern so that it was synchronous and their breaths became one collective sound.","during a performance of swan lake, it is crucial that dancers movements remain synchronous or the clean, sleek lines will turn into a jumbled mess of limbs."
partial,"(adj) biased, prejudiced, favoring one over the others; having a special liking for something or someone (usually partial to)",our boss rejected the proposed plan because he claimed that it was only a partial solution to the problem.,the constant bickering in the house and senate resulted in a partial shutdown of the government.,"john’s professor gave him only partial credit for his essay, because parts of it were copied off of the internet.",we considered winning the war only a partial success due to the many lives that were lost.,"the fire blazed out of control, causing a partial collapse of the water main and severe flooding."
languid,not inclined towards physical exertion or effort; slow and relaxed.,i always get my rest when i take a languid cruise vacation.,"after a stressful day of work, i am going to enjoy a languid walk through the quiet park.","because i enjoy a laidback pace, i enjoy living on the island which has a languid environment.",the dance required the veteran ballerina to make the complex turns at a languid but seductive speed.,"after sleeping for hours, the cat moved leisurely in a languid motion."
carping,persistently petty and unjustified criticism.,my carping mother-in-law is constantly criticizing my housekeeping skills.,"as a carping wife, norma was never happy with anything her husband did for her.",the troubled teenager ran away from home because he was tired of listening to carping comments from his mother.,"during the summer months, the carping old women sit on their porches and complain about the awful kids of today.",it seemed as though the carping critic hated every word of the novel.
jubilant,"full of high-spirited delight because of triumph or success My hardwork paid off, and I was jubilant to receive a perfect score on the GRE.",i am jubilant to learn that my sister is finally having a baby.,crissy could not control her jubilant emotions after winning the lottery.,laughing always puts me in a jubilant mood.,"happy and jubilant as ever, the little boy read off his christmas wish list to santa clause.",watching the ball drop on new year's is always a jubilant moment.
subsume,contain or include.,"some think that taiwan should fully subsume into china, but many of the taiwanese are dead set on preserving their independence.",many native americans were able to survive the takeover of the europeans by being willing to subsume into white culture.,"after years of being in a loveless marriage, the woman regretted her decision to subsume her own life into her husband’s.",mary decided to subsume her own family tree project into a much larger one that her cousin is working on.,we will save our lawn business from closing by allowing a much larger company to subsume the brand into theirs and buy us out.
peripatetic,traveling by foot.,"rather than limit myself to one destination, i like to take a more peripatetic vacation where i move around from place to place.","even though ernest is forced to remain in his cell, his peripatetic imagination takes him to places far away from his limited world.","aristotle, whose teaching style involved walking around while he shared his ideas about life, was the first of many peripatetic philosophers.","because arthur can write from any location he chooses, he is fortunate enough to live a peripatetic lifestyle.",i haven’t been able to train my dog to stop his peripatetic behavior of running away in search of adventure.
tender,offer up something formally.,the mother gave her newborn a tender look so full of love that it brought her husband to tears.,she knew he loved her by the tender way he held her as if she were the most precious thing in the world.,the lioness gave each of her cubs a tender and affectionate lick.,"the doctor spoke her to patients with a soft, tender voice meant to ease their worries.",the tender way mitchell stroked hayley’s cheek with such care left no doubt that he absolutely adored her.
dilatory,wasting time.,"unhappy with her job, the secretary performed every task at a dilatory speed.","because i was running late to the meeting, i asked my assistant to behave in a dilatory manner so i would have time to arrive.",my father used a dilatory strategy to keep me out of the house while my mother arranged my surprise birthday party.,"although my husband tried to give me a bunch of dilatory errands to keep me away from the house, i still arrived home in time to catch him with his girlfriend.",the concert hall used a dilatory maze to prevent overcrowding at the main entrance.
